lookback_months,holdings,rebalance,cost_bps,sharpe,cagr,ann_volatility,max_drawdown,calmar,sortino,ann_turnover,avg_exposure,n_periods
9,4,monthly,5,0.5722829176992705,0.07747827406681163,0.15010982260370576,-0.3378990926639497,0.2292941169388282,0.8075134667579447,3.8153618906942395,1.0,2708
9,4,monthly,10,0.5596461504691251,0.07542816275832531,0.15009056390222691,-0.3382324475652384,0.22300687973993594,0.7890721933677565,3.8153618906942395,1.0,2708
9,4,monthly,20,0.534319205677916,0.07133761969677299,0.15006431280566881,-0.3388989055509082,0.21049822979158872,0.7522167627024585,3.8153618906942395,1.0,2708
9,4,quarterly,0,0.36365431202631193,0.04536035157482399,0.1550839907908553,-0.3776480490022477,0.12011276556218621,0.5078979220939951,2.5590841949778436,1.0,2708
9,4,quarterly,5,0.35540670352755843,0.04402401198140926,0.15508266820178487,-0.3778045890949936,0.1165258793887759,0.4961975869615229,2.5590841949778436,1.0,2708
9,4,quarterly,10,0.34715006214351024,0.04268873120917349,0.15508531800322478,-0.37796112918774083,0.11294476577767114,0.484498127353841,2.5590841949778436,1.0,2708
9,4,quarterly,20,0.3306122239140468,0.04002134428829951,0.15510253365803933,-0.3782742093732341,0.10579982271223627,0.4610990572717881,2.5590841949778436,1.0,2708
12,1,weekly,0,0.34443395633978996,0.02557826635777083,0.08344667732558951,-0.22656069518536148,0.11289807500300912,0.47614101607843506,6.5512555391432805,0.3999999999999999,2708
12,1,weekly,5,0.3051833194319693,0.022224678250896357,0.08344571876500566,-0.22656069518536148,0.09809591302989759,0.4212304294695568,6.5512555391432805,0.3999999999999999,2708
12,1,weekly,10,0.2658833612030507,0.018880720895859904,0.08345995618196189,-0.22656069518536148,0.08333625954145564,0.3664245316016186,6.5512555391432805,0.3999999999999999,2708
12,1,weekly,20,0.1872215141170421,0.012221603212224652,0.08353397957565437,-0.22656069518536148,0.05394405769379151,0.2572262086830832,6.5512555391432805,0.3999999999999999,2708
12,1,monthly,0,0.3133304214221945,0.02226766549661474,0.08068461126280713,-0.2265606951853606,0.09828565135005635,0.4317558117208825,3.1267355982274747,0.3999999999999999,2708
12,1,monthly,5,0.29396067330222464,0.020670990889289254,0.08068281781952245,-0.22656069518536104,0.0912382038392725,0.4046901203207353,3.1267355982274747,0.3999999999999999,2708
12,1,monthly,10,0.27456408811620214,0.019076172775509548,0.08068865743890595,-0.22656069518536037,0.08419895057217404,0.3776441775765714,3.1267355982274747,0.3999999999999999,2708
12,1,monthly,20,0.23571248006884124,0.015892100361278194,0.08072322707414245,-0.22656069518536037,0.07014500175450154,0.323630248164152,3.1267355982274747,0.3999999999999999,2708
12,1,quarterly,0,0.04947134260125652,0.0007126819699863063,0.08140061780112641,-0.33607715528922133,0.002120590342931778,0.06745364297155382,2.047267355982275,0.3999999999999999,2708
12,1,quarterly,5,0.03689727805020575,-0.0003109767844370337,0.08139798738312591,-0.33634542173259974,-0.00092457564260906,0.05026767600187474,2.047267355982275,0.3999999999999999,2708
12,1,quarterly,10,0.024320926160706368,-0.0013339935137929304,0.08140029216525924,-0.3366136881759775,-0.003962980593633896,0.03310728246861607,2.047267355982275,0.3999999999999999,2708
12,1,quarterly,20,-0.000829490366901115,-0.00337810149668627,0.08141970475606239,-0.3371502210627325,-0.010019573726032696,-0.0011273612466081032,2.047267355982275,0.3999999999999999,2708
12,2,weekly,0,0.33416555146713645,0.03662939183970915,0.13492203964780733,-0.2691880146396364,0.13607363570307962,0.4637658747315253,10.86912850812408,0.7999999999999998,2708
12,2,weekly,5,0.2939017846205385,0.031012697109854992,0.1349149124123671,-0.2703597673829772,0.11470899464832009,0.4073012305372456,10.86912850812408,0.7999999999999998,2708
12,2,weekly,10,0.25360385266572577,0.02542411433476155,0.13492369660865458,-0.27153011055334286,0.09363276243268391,0.3509528926718322,10.86912850812408,0.7999999999999998,2708
12,2,weekly,20,0.17296256740665011,0.014330768595341326,0.13498898124493577,-0.27414306212966655,0.05227478121829337,0.23867126967563085,10.86912850812408,0.7999999999999998,2708
12,2,monthly,0,0.32498068905622296,0.03558085719859028,0.13613723453087806,-0.30805244263401277,0.1155025972018107,0.4504334939243367,4.9134416543574595,0.7999999999999998,2708
